OBJECTID,FOLIOID,BLDGNO,LASTMODIFIED,WHOMODIFIED,BuildingKey,BuildingNo,ImpCode,ImpCodeDesc,model,ModelDesc,LocationNo,LocationStreet,ApprDate,Appraiser,stories,bedrooms,bathrooms,ExtWall1,ExtWall2,RoofStruct,RoofCover,IntWall1,IntWall2,Floor1,Floor2,HeatType,HeatFuel,ACType,PctCond,Quality,BaseArea,ActualArea,EffectiveArea,ActualYearBuilt,EffectiveYearBuilt,FunctionalObs,EconomicObs,SpecialCondCode,SOH,StructuralIndex,DepreciationFactor,BaseRate,AdjBaseRate,NbhdRate,ReplacementCost,DepreciatedValue,OverrideValue,notes,createdDate,createdUser,ApprNum,ApprName,BathIndex,NbhdFactor,BuilderModel,DRApprDate,DRAppraiser,DRPhotoDate,SHAPE_Length,SHAPE_Area
1032,10184340,4,8/13/2015 9:36,hoskissonb,99202,4,22,Multiple Residence,3,Multiples/Motels,1852,GOLF VIEW AVE,3/19/2018 12:59,82,2,24,24,17,0,4,4,5,0,11,14,4,4,4,0,3,0,10365,9324,1972,1985,0,0,  ,N,0.98,0.67,79.6100006,78.02,78.02,727458,487397,0,BLDG B--12(2/2) DESKTP RVW 7/1/2014 HABERMEHLS,2/8/2019 15:07,HabermehlS,82,Pete Mayher,0,1,0,7/1/2014,105 Susanne Habermehl,2/17/2014,377.436133,5284.619287
1033,10184533,1,8/18/2011 9:19,mayherp,99388,1,35,Stores - Retail,4,commercial,1940,JEFFERSON AV,8/19/2016 10:38,82,1,0,0,17,0,4,4,5,0,11,0,4,4,3,0,3,0,5070,4797,1967,1980,0,0,  ,N,1.02,0.6,100.6500015,102.66,102.66,492460,295476,0,TOO CUTE BEAUTY SUPPLY + SAHARA MEAT MARKET,4/2/2018 14:13,GillilandR,82,Pete Mayher,0,1,0,8/18/2011,82 Pete Mayher,2/18/2011,285.9995389,5069.981773
1034,10184535,1,8/13/2015 16:44,hoskissonb,99389,1,35,Stores - Retail,4,commercial,1933,SUWANEE AV,5/13/2010 12:36,82,1,0,0,17,0,9,4,5,0,14,0,3,4,2,0,3,0,6242,5655,1955,1975,0,0,  ,N,0.84,0.6,100.6500015,84.55,84.55,478130,286878,0,*BETTYS STAMP PAD &THE VENTAGE EMPORIUM & BILLS BARBER SHOP & FT MYERS TV*  98 REVIEW PB WALL HT 13/12 2003-98 UPDATE KN N/C *06 UPDATE AS CAN/FOP*2010'RV PM-SEE DOCS DESKTP RVW 5/19/2015 HABERMEHLS,4/2/2018 14:13,GillilandR,82,Pete Mayher,0,1,0,5/19/2015,105 Susanne Habermehl,1/7/2015,315.9889335,6240.673511
1035,10184541,1,5/1/2017 8:16,habermehls,99394,1,22,Multiple Residence,3,Multiples/Motels,1920,SUWANEE AVE,11/30/2018 9:04,82,2,16,16,17,0,4,4,5,0,14,0,4,4,4,0,3,0,6784,6112,1971,1981,0,0,  ,N,0.92,0.63,79.6100006,73.24,73.24,447643,282015,0,ROSEMARK APTS-TOTAL OF 10(2BD/2BA) + 1(EFF)--CARD#1= 8(2BD/2BA),2/8/2019 15:09,HabermehlS,82,Pete Mayher,0,1,0,5/1/2017,105 Susanne Habermehl,2/4/2017,253.9998722,3423.999238
1036,10184542,1,12/3/2013 9:08,hoskissonb,99396,1,35,Stores - Retail,4,commercial,1938,SUWANEE AV,9/3/2013 10:24,82,1,0,0,15,0,9,4,5,0,14,0,3,4,2,0,3,0,4602,4111,1965,1965,0,0,  ,N,0.89,0.6,100.6500015,89.58,89.58,368263,220958,0,*SPECIAL MOMENTS & THE PURPLE PLACE ANTIGUES*98-83 UPDATE PB PLAS/DRYW DEL ASPH TL WAC BA 4/10 BR 5/0 CEILING/WALL 4/5 RMS  2/7 BLK TOP/ BLK PVM 2003-98 UPDATE KN FOP/CAN ADD CAN + OHDOR S *06 UPDATE AS CAN/FOPx2* DESKTP RVW 8/18/2011 MAYHERP DSKTP RVW 5/18/2018 PUSHPIN,5/23/2018 7:48,HoskissonB,82,Pete Mayher,0,1,0,5/18/2018,821 Pushpin,1/6/2018,273.9999358,4601.998057
1037,10184543,1,8/18/2011 9:17,mayherp,99397,1,49,Offices - Low Rise,5,OFFICE/MEDICAL,3838,CLEVELAND AV,7/16/2018 11:25,82,1,0,0,17,0,9,4,5,0,11,0,4,4,4,0,3,0,1163,1065,1962,1982,0,0,  ,N,1.47,0.6,109.3499985,160.74,160.74,171188,102713,0,CHECK CASHING STORE,7/16/2018 16:09,PrattM,82,Pete Mayher,0,1,0,5/18/2018,821 Pushpin,1/6/2018,144.0010306,1163.009962
1038,10184544,1,2/13/2018 15:56,mayherp,99398,1,57,Restaurant - Fast Food,4,commercial,3852,CLEVELAND AV,6/14/2013 12:31,82,1,0,0,16,0,9,12,2,0,11,0,4,4,4,0,3,0,1701,984,1991,1991,0,0,  ,N,1.33,0.6,155.5599976,206.89,186.2,183221,109933,0,BURGERQUE FAST FOOD** BP9103092  98 REVIEW PB  ROLLED COMP/METAL  DOR 21/22 DECREASE BAS & FCP  99REVIEW MB WALL HT 9/12 CBS/WFS STRUCT. FR 3/2 2003-99 UPDATE KN RMS 1/2 *2005 BPMT JH UCP* *2006 SALE AS N/C* DESKTP RVW 3/18/2009 SERIOA*2010'RV PM-INT WALL 8/2-BLDG VACANT*2012'RV N/C*2013'BPMT/SALE-FNC AL6=TALL PRIVACY SCREEN-TENAT PURCHASED BLDG DESKTP RVW 2/13/2018 MAYHERP,4/2/2018 14:13,GillilandR,82,Pete Mayher,0,0.9,0,2/13/2018,82 Pete Mayher,1/6/2018,195.9740221,1700.938475
1039,10184545,1,5/1/2017 8:19,habermehls,99399,1,35,Stores - Retail,4,commercial,1935,OAKLEY AV,11/30/2018 8:58,82,1,0,0,15,0,9,4,5,0,11,0,4,4,3,0,3,0,1240,1128,1966,1982,0,0,  ,N,1.42,0.6,100.6500015,142.92,142.92,161214,96728,0,HAIR SALON*2018'MULTI-PARCEL SALE,11/30/2018 15:04,fwmayher,82,Pete Mayher,0,1,0,5/1/2017,105 Susanne Habermehl,2/4/2017,164.0000002,1240.000002
1040,10184551,1,5/22/2013 14:40,kingc,99403,1,49,Offices - Low Rise,5,OFFICE/MEDICAL,1920,OAKLEY AV,2/21/2013 10:39,82,1,0,0,17,0,4,3,5,0,14,0,4,4,3,0,2,0,1840,1385,1963,1982,0,0,  ,N,0.97,0.6,109.3499985,106.07,106.07,146907,88144,0,*VAB#2008-3880*  *GRANNY NANNIES*FSP/BAS FEP/BAS FST/BAS FCP/UCP 6-18-98 98 -81 UPDATE KM FEP/BAS FSP/BAS FST/BAS CA  01/49 DOR 01/17 FCP/UCP BR 2/0 **02-98 UPDATE/BPMT BB T&G/ASPH *06 UPDATE AS ADD BLK TOP+UOP* *08 VAB#2008-3880 AS N/C*2012'SALE-APPEARS TO BE USED AS SFR-WILL REVISIT DESKTP RVW 2/13/2018 MAYHERP,2/13/2018 15:54,MayherP,82,Pete Mayher,0,1,0,2/13/2018,82 Pete Mayher,1/5/2018,172.0000002,1840.000004
1041,10184553,1,8/10/2015 16:08,hoskissonb,99405,1,38,Shopping Center - Neighborhood,4,commercial,3916,CLEVELAND AV,11/14/2016 12:56,88,1,5,0,15,0,9,4,5,0,7,14,4,4,4,0,3,0,9355,8761,1965,1965,0,0,  ,N,0.79,0.6,109.8300018,86.77,86.77,760192,456115,0,(SOUTH BLDG) *SEDUCTION PLAZA* 98 REVIEW GV ADD CA  FOP/CAN 98 REVIEW KM INC BLK-TOP**FOP/CAN 100-26-98 CJK*PT OF BAS/SDA* 99 REVIEW BB SPLIT SDA OUT OF BAS  2000 BPMT KM FENCE A IMP 49/38 DOR 17/16 LAND USE 1700/1610 2002 COMB PER ABSTRACTING DEPT MOVED BLDG FROM .0070 TO CARD 2 THIS PARCEL 2002 SALE REVIEW PM SDA/BAS BLK TOP/BLK PVM PLAS/DRYW *04 SALE PM CA/ROOF HVAC-0/1 (GULF COAST CYCLE - VACANT - SIGN-A-RAMA)* *2005 BPMT JH CAN/FOP* *09 UPDATE AS NEW TENANT LIST INT FLOOR 5/7*2013'BPMT-SEE DOCS,4/2/2018 14:13,GillilandR,88,John Heaphy,0,1,0,,0 Unknown or uninspected,,388.4997079,9354.494033
1042,10184553,2,8/10/2015 16:09,hoskissonb,99406,2,38,Shopping Center - Neighborhood,4,commercial,3916,CLEVELAND AV,11/14/2016 12:57,88,1,0,0,15,0,9,4,5,0,7,14,4,4,4,0,3,0,7114,6492,1955,1980,0,0,  ,N,0.82,0.6,109.8300018,90.06,90.06,584670,350802,0,(NORTH BLDG) *SEDUCTIONS PLAZA*2015'RV-100% OCCP,4/2/2018 14:13,GillilandR,88,John Heaphy,0,1,0,,0 Unknown or uninspected,,347.9822844,7113.760644
1043,10184555,1,2/22/2018 16:23,hoskissonb,99407,1,38,Shopping Center - Neighborhood,4,commercial,1923,WINKLER AV,2/22/2018 10:01,82,1,0,0,15,0,9,4,5,0,14,0,4,4,4,0,3,0,7016,5795,1967,1995,0,0,  ,N,0.86,0.61,109.8300018,94.45,94.45,547338,333876,0,4 UNIT RETAIL*2/2018' 900SF VACANT,1/1/2019 20:03,GillilandR,82,Pete Mayher,0,1,0,,0 Unknown or uninspected,,347.9999045,7016.003581
1044,10184557,1,8/13/2015 16:47,hoskissonb,99408,1,22,Multiple Residence,3,Multiples/Motels,1905,WINKLER AVE,10/12/2009 12:12,102,2,16,8,17,0,4,3,5,0,14,0,4,4,3,0,2,0,8102,7034,1972,1982,0,0,  ,N,0.74,0.64,79.6100006,58.91,58.91,414373,265199,0,*VAB#2009-1826* VAB# 2008-2587*PALM-LEE APTS* 8-2BR1B APTS**DREW BAS FOP(2) FST(2) AND FUS 3-24-99 CJK**  99 REVIEW BB INC BAS + FUS FOP FST IMP 25/24 **99 REVIEW KM HIP/WD TRUSS BR 2/16 BA 1/8 WAL HT 10/8 CEILING/WALL 4/6 AVG RMS 8/24 RETRAV FOP/FOF DEL PATIO R ADD UTY  FIN(2)** 2003-99 UPDATE KN PT OF BAS/FST PF OF FUS/FOF BA 1/2 KK *06 UPDATE AS UTY F/FSTX2* *08 VAB#2008-2587 AS N/C* *09 VAB#2009-1826 AS N/C OFFICE CLOSED* DESKTP RVW 8/21/2014 HABERMEHLS,2/8/2019 15:10,HabermehlS,102,Albert Serio,0,1,0,8/21/2014,105 Susanne Habermehl,2/17/2014,315.9998902,4106.000522
1045,10184641,1,9/1/2017 16:05,hoskissonb,99492,1,55,Nightclub/Bar,4,commercial,1926,WINKLER AV,5/19/2006 0:00,102,1,0,0,15,0,4,3,5,1,9,0,4,4,3,0,1,0,1702,1316,1950,1976,0,0,  ,N,0.71,0.6,132.5500031,94.11,94.11,123849,74309,0,*WINKLER HOUSE TAVERN*,4/2/2018 14:13,GillilandR,102,Albert Serio,0,1,0,11/9/2015,105 Susanne Habermehl,1/8/2015,169.4032774,1701.999717
1046,10184641,2,11/10/2015 8:38,hoskissonb,99493,2,84,Warehouse - CB/Brick,6,Warehouse/Industrial,1926,WINKLER AV,5/19/2006 0:00,102,1,0,1,17,0,4,12,1,0,3,0,1,1,1,0,2,0,2000,2000,1948,1975,0,0,  ,N,1,0.6,53.6899986,53.69,53.69,107380,64428,0,WAREHOUSE-APPEARS FOR PERSONAL USE,9/1/2017 15:02,MayherP,102,Albert Serio,2,1,0,11/9/2015,105 Susanne Habermehl,1/8/2015,180.0000002,2000.000004
1047,10184642,1,9/1/2017 16:06,hoskissonb,99494,1,35,Stores - Retail,4,commercial,1944,WINKLER AV,9/4/2009 9:07,102,1,0,0,15,17,10,4,5,0,11,9,4,4,3,0,3,0,2999,2187,1964,1980,0,0,  ,N,1.0599999,0.6,100.6500015,106.69,106.69,233331,139999,0,NIK'S BEAUTY LOUNGE(DAY SPA) OCCUPIES ENTIRE BLDG,4/2/2018 14:13,GillilandR,102,Albert Serio,0,1,0,8/21/2014,105 Susanne Habermehl,2/14/2014,285.9659157,2998.929558
1048,10184643,1,12/3/2013 9:10,hoskissonb,99495,1,38,Shopping Center - Neighborhood,4,commercial,3946,CLEVELAND AV,9/3/2013 10:29,82,1,0,0,17,0,9,4,5,0,14,0,4,4,3,0,3,0,4738,4479,1966,1980,0,0,  ,N,0.91,0.6,109.8300018,99.95,99.95,447676,268606,0,*FIRST CHOICE HAIR CUTTERS+TITAN AUTO INSURANCE+2-VACANT UNITS*  *4-UNITS TOTAL* 98 REVIEW PB ROOF TOP/CA 2003 SALE REVIEW DOR 17/11 LAND USE 1700/1100 IMP 49/35  *06 UPDATE AS CAN/FOP DEL CARPRT F & MOVE CARPRT F TO STRAP#34-44-24-P2-00851.0060*  *08 UPDATE AS PER CHARLIE W. THERE ARE NO VACANCY AT THIS PARCEL ALL UNITS ARE RENTED OUT* *09 UPDATE AS NEW TENANT LIST* DSKTP RVW 5/18/2018 PUSHPIN,5/23/2018 7:48,HoskissonB,82,Pete Mayher,0,1,0,5/18/2018,821 Pushpin,1/6/2018,287.9999517,4737.995743
1049,10184645,1,5/18/2016 16:25,hoskissonb,99496,1,35,Stores - Retail,4,commercial,3792,CLEVELAND AVE,5/18/2016 14:01,82,1,0,0,17,0,9,4,5,0,14,0,4,4,4,0,3,0,8071,7243,1968,1969,0,0,  ,N,0.81,0.6,100.6500015,81.53,81.53,590522,354313,0,2 UNIT RETAIL--*PAYLESS SHOES+CLOTHES STORES*,7/27/2018 10:12,HabermehlS,82,Pete Mayher,0,1,0,8/18/2011,82 Pete Mayher,2/18/2011,380.000162,8070.997452
1050,10184646,1,1/29/2014 9:01,hoskissonb,99497,1,55,Nightclub/Bar,4,commercial,3758,CLEVELAND AVE,1/6/2014 0:00,82,1,0,0,17,0,4,4,5,0,11,0,4,4,4,0,3,0,4056,3236,1967,2005,0,0,  ,N,1.15,0.77,132.5500031,152.43,152.43,493263,379813,0,"*RASCALS*    98 UPDATE GV N/C 2002-98 UPDATE PM CBS/FACE BRK CAN 2002 TRIM REVIEW FJ CORR SUBAREAS,STRUCT. ELEMENTS & XFS. *06 UPDATE AS CAN/CANOPY* DESKTP RVW 8/18/2011 MAYHERP*2013' MAJOR INT/EXT REMODEL INPROGRESS*2013'YR END RV-REMODEL COMPLETE",1/1/2019 20:03,GillilandR,82,Pete Mayher,0,1,0,8/18/2011,82 Pete Mayher,2/18/2011,340.7161139,4058.147368
1051,10184647,1,1/26/2016 8:10,hoskissonb,99498,1,21,Stores/Office/Res Combination,4,commercial,1962,COLLIER AVE,7/21/2015 10:18,88,1,1,0,17,0,9,4,1,0,3,0,1,1,1,0,3,0,3538,3192,1976,1984,0,0,  ,N,0.71,0.66,107.8099976,76.55,65.07,207703,137084,0,"*BIGELOW AUTO SERVICE*   98 REVIEW PB WT/RIGID FRAME STORIES 2/1 WALL HT 12/18 CEILING/WALL 4/7 DEC FOF ADD FEP OHDOR L 3/2 INC CHLK OHDOR S ** 2003-98 UPDATE KN N/C *06 UPDATE AS FEP/BAS INC FOF/AOF* *2006 QC REVIEW FJ CORR.SUBAREAS, STR.ELEMENTS & XFS* DESKTP RVW 8/18/2011 MAYHERP",1/1/2019 20:03,GillilandR,88,John Heaphy,0,0.85,0,8/18/2011,82 Pete Mayher,2/18/2011,219.9997984,2487.997783
1052,10184648,1,11/10/2015 8:38,hoskissonb,99499,1,49,Offices - Low Rise,5,OFFICE/MEDICAL,1950,COLLIER AV,5/18/2006 0:00,102,1,0,0,19,0,3,3,3,0,14,0,4,4,3,0,3,0,874,853,1954,1975,0,0,  ,N,1.47,0.6,109.3499985,160.74,160.74,137111,82267,0,"*BEST FOR LESS PEST CONTROL,INC.*BP15534FACE BRICK FCP/BAS ADD A/C QC TO AVG 98 REVEIW PB FACE BRICK / COMMON BRICK INC FOP  BLK TOP/BLK PVM CHLK 4 SHED 2003-98 UPDATE KN ROOF TOP/CA *06 UPDATE AS BATHRMS 1/3* DESKTP RVW 8/18/2011 MAYHERP DESKTP RVW 11/9/2015 HABERMEHLS",1/1/2017 14:57,GillilandR,102,Albert Serio,0,1,0,11/9/2015,105 Susanne Habermehl,1/8/2015,131.9998562,873.9977025
1053,10184654,1,2/13/2018 15:58,mayherp,99507,1,96,Fire Station,5,OFFICE/MEDICAL,,1915 JEFFERSON,5/19/2008 0:00,54,1,0,0,17,0,9,4,5,0,3,0,1,1,1,0,3,0,7572,6422,1972,1982,0,0,  ,N,1.04,0.6,128.1600037,133.29,133.29,855988,513593,0,"*FORT MYERS FIRE DEPT.* PART BAS/FOP (2)   PART BAS/UOP  ADDED UOP 3-26-99 CJK**  **99 REVIEW BB BA 1/7 CEILING 6/5 IMP TYPE 93/96 PT OF BAS FOP PT OF BAS UOP (2) ADD OHDOR L & FNC B** 2003-99 UPDATE KN BA 7/9 FLAT/RIGID RMS 7/8 PTO(2) UOP/FOP CH LK 6 BLK PVM *06 UPDATE AS ADD BLD2005-01608 $34,000 RPLC-SLAB INSIDE OF BLDG.*08BPMTJH,INT DEMO OF WALL,N/C* DESKTP RVW 7/26/2013 MAYHERP DESKTP RVW 2/13/2018 MAYHERP",2/13/2018 15:58,MayherP,54,John Henley,0,1,0,2/13/2018,82 Pete Mayher,1/6/2018,407.959703,7571.828762
1054,10184655,1,11/10/2015 8:38,hoskissonb,99508,1,49,Offices - Low Rise,5,OFFICE/MEDICAL,1921,JEFFERSON AV,3/8/2006 0:00,102,2,0,0,17,0,4,3,5,0,14,0,4,4,3,0,3,0,3751,3694,1985,1986,0,0,  ,N,1.05,0.6,109.3499985,114.82,114.82,424145,254487,0,RCG84JS5031 BPMT 9845 SONITROL OF FT MYERS INC BP9000074 99 REVIEW BB N/C**INC FSP 4-8-99 CJK**  99RVW KM CHLK DEL PVMTC** 2003-99 UPDATE KN RMS 14/111 *2006 SALE AS N/C (LOCKED & VACANT)* DESKTP RVW 8/18/2011 MAYHERP DESKTP RVW 11/9/2015 HABERMEHLS,1/1/2017 14:57,GillilandR,102,Albert Serio,0,1,0,11/9/2015,105 Susanne Habermehl,1/7/2015,235.9998525,3074.99672
1055,10184657,1,11/10/2015 8:38,hoskissonb,99509,1,56,Restaurant,4,commercial,3732,CLEVELAND AV,5/17/2006 0:00,102,1,0,0,17,0,9,4,4,5,14,0,4,4,4,0,3,0,3268,2945,1968,1981,0,0,  ,N,1.01,0.6,196.2200012,198.18,99.09,291820,175092,0,*SURITY THAI RESTAURANT*98 REVIEW PB  BLK PVM FROM BLK TOP BATHROOMS 4/5 WAL HT 14/16 INCREASE FOP FENCE A 2003-98 UPDATE KN DEL TZO *06 UPDATE AS N/C* DESKTP RVW 8/18/2011 MAYHERP DESKTP RVW 11/9/2015 HABERMEHLS,11/14/2018 8:00,fwmayher,102,Albert Serio,0,0.5,0,11/9/2015,105 Susanne Habermehl,1/7/2015,248.0000299,3267.999405
1056,10184658,1,11/10/2015 8:39,hoskissonb,99510,1,122,Dry Cleaners,4,commercial,3722,CLEVELAND AV,5/17/2006 0:00,102,1,0,0,17,0,9,4,1,0,14,0,1,1,1,0,3,0,2943,2634,1969,1975,0,0,  ,N,0.77,0.6,117.1200027,90.18,90.18,237534,142520,0,*NU IMAGE CLEANERS*   ** DEL PTO 9/16/98. 98 REVIEW PB 67-06/72-04 COMBINED CARDS 1&2 (NEGLIGIBLE HEIGHT DIFFERENCE) AOF/MEF MEF=ELEVATED OFFICE TYPE AREA IN SPA DELETE PTO  COMBINED CARDS & ADJUSTED EYB**COMBINED CARDS 10-5-98 CJK**2003-98 UPDATE KN SPA/BAS CONC/CRPT BAV/AV BA 6/2 RMS 4/3 FOP/CAN *06 UPDATE AS CAN/FOP ADD FENCE B* DESKTP RVW 8/18/2011 MAYHERP DESKTP RVW 11/9/2015 HABERMEHLS,4/2/2018 14:13,GillilandR,102,Albert Serio,0,1,0,11/9/2015,105 Susanne Habermehl,1/7/2015,242.1043974,2710.946892
1057,10184659,1,7/30/2014 8:39,hoskissonb,99511,1,38,Shopping Center - Neighborhood,4,commercial,3704,CLEVELAND AV,7/29/2014 10:57,82,1,0,0,17,0,9,4,5,0,7,14,4,4,4,0,2,0,6387,5981,1957,1957,0,0,  ,N,0.77,0.6,109.8300018,84.57,84.57,505813,303488,0,*PIZZA HUT+OFFICE PUB+BIG G'S BARBER SHOP+VACANT* *4-UNIT STRIP CENTER*  8903849   98 UPDATE GV N/C 2002-98 UPDATE PM PLAS/DRYW DEL STONE IMP 35/38 DOR 11/16 LAND USE 1100/1610 *06 UPDATE AS CAN/FOP* *09 UPDATE AS NEW TENANT LIST AV/BAV*2014'BPMT-DIVIDE UNITS,4/2/2018 14:13,GillilandR,82,Pete Mayher,0,1,0,,0 Unknown or uninspected,,346.0000437,6386.997337
1058,10184660,1,11/10/2015 8:39,hoskissonb,99512,1,49,Offices - Low Rise,5,OFFICE/MEDICAL,1958,GROVE AV,5/23/2006 0:00,102,1,0,0,17,0,4,4,5,0,7,0,3,4,2,0,2,0,1152,1062,1963,1975,0,0,  ,N,1.0700001,0.6,109.3499985,117,117,124254,74552,0,*HAIR SALON+OFFICE PUB OFFICE*89 REVIEW  98 REVIEW PB SALON WALL HT 12/10 BLK TOP/ BLK PVM INC BLK PVM *04-98 UPDT KN DOR 11/17 IMP 35/49* *06 UPDATE AS CAN/FOP* DESKTP RVW 8/18/2011 MAYHERP DESKTP RVW 11/9/2015 HABERMEHLS,1/1/2017 14:57,GillilandR,102,Albert Serio,0,1,0,11/9/2015,105 Susanne Habermehl,1/8/2015,135.9999161,1151.998484
1059,10184676,1,11/10/2015 8:39,hoskissonb,99525,1,35,Stores - Retail,4,commercial,1951,COLLIER AV,5/18/2006 0:00,102,1,2,0,17,0,9,4,5,0,5,14,4,4,3,0,3,0,2535,2453,1965,1975,0,0,  ,N,0.93,0.6,100.6500015,93.6,93.6,229601,137761,0,*PLASTIC LETTERS & SIGNS+TROPIC SIGNES*  98 REVIEW PB N/C 2003-98 UPDATE KN PLAS/DRYW WAC/CA RMS 2/3 DEC CAN ADD OHDOR *06 UPDATE AS CAN/FOP* DESKTP RVW 8/18/2011 MAYHERP DESKTP RVW 11/9/2015 HABERMEHLS,4/2/2018 14:13,GillilandR,102,Albert Serio,0,1,0,11/9/2015,105 Susanne Habermehl,1/7/2015,207.9999542,2534.99862
1060,10184677,1,5/21/2013 14:20,mayherp,99526,1,57,Restaurant - Fast Food,4,commercial,3674,CLEVELAND AV,2/22/2018 9:54,82,1,0,0,17,0,4,3,5,0,7,0,4,4,3,0,2,0,1884,1568,1967,1982,0,0,  ,N,0.94,0.6,155.5599976,146.23,131.61,206364,123818,0,VACANT FAST FOOD,4/2/2018 14:13,GillilandR,82,Pete Mayher,0,0.9,0,5/21/2013,82 Pete Mayher,1/13/2013,189.999817,1883.999896
1061,10184679,1,7/26/2013 8:24,mayherp,99527,1,57,Restaurant - Fast Food,4,commercial,,3664 CLEVELAND AV,2/22/2018 9:53,82,1,0,0,17,0,4,4,5,0,11,0,4,4,4,0,2,0,1073,814,1972,1990,0,0,  ,N,1.46,0.6,155.5599976,227.12,204.41,166390,99834,0,ME-N-TITOS  ,4/2/2018 14:13,GillilandR,82,Pete Mayher,0,0.9,0,7/26/2013,82 Pete Mayher,1/13/2013,173.9999113,1072.999403
1062,10184680,1,8/13/2015 17:00,hoskissonb,99528,1,55,Nightclub/Bar,4,commercial,3654,S CLEVELAND AV,10/28/2009 10:28,102,1,0,0,17,0,9,4,5,0,14,0,4,4,4,0,3,0,2701,2354,1969,1980,0,0,  ,N,1.02,0.6,132.5500031,135.2,135.2,318261,190957,0,"*BABES NIGHT CLUB*  98 REVIEW PB HVAC 2/1 RMS 1/2 SPLIT BLK PVM FROM BLK TOP DECREASE CAN 2003-98 UPDATE KN BA 7/5 RMS 2/5 INC CAN *06 UPDATE AS CAN/FOP*08BPMTJH,INT REMO,EYB 1975/1980* *09 BPMT AS N/C* DESKTP RVW 8/21/2014 HABERMEHLS",4/2/2018 14:13,GillilandR,102,Albert Serio,0,1,0,8/21/2014,105 Susanne Habermehl,2/17/2014,219.9998414,2700.999095
1063,10184681,1,12/3/2013 9:10,hoskissonb,99529,1,35,Stores - Retail,4,commercial,1958,HILL AV,9/3/2013 10:17,82,1,0,0,17,0,4,4,5,0,5,14,4,4,3,0,3,0,6216,5897,1970,1970,0,0,  ,N,0.82,0.6,100.6500015,82.53,82.53,486679,292007,0,* EMMANUEL GROCERY STORE*98-82 UPDATE PB FLAT /WT CRPT IMP 49/35 DOR 17/11 CAN DEL MH OP C BLK TOP YR 1925/1970**ADDED CAN 8-28-98 CJK** 2002 BPMT PM N/C *06 UPDATE AS INC CAN/FOP*2013' REMODEL INPROGRESS FOR NEW BAR DSKTP RVW 5/18/2018 PUSHPIN,5/23/2018 7:48,HoskissonB,82,Pete Mayher,0,1,0,5/18/2018,821 Pushpin,1/6/2018,327.9997441,6215.997186
1064,10184682,1,11/10/2015 8:40,hoskissonb,99530,1,49,Offices - Low Rise,5,OFFICE/MEDICAL,1938,HILL AV,5/17/2006 0:00,102,1,0,0,8,0,4,3,5,0,14,0,4,4,3,0,3,0,1944,1931,1986,1987,0,0,  ,N,0.95,0.6,109.3499985,103.88,103.88,200592,120355,0,"* HAN WILSON & ASSOC., INC.* BPMT 12318  99 REVIEW BB N/C  **99 REVIEW KM WALL HT 10/8** 2001 SALE REVW KM N/C 2003 SALE REVIEW PM CER+CORK/CRPT *06 UPDATE AS N/C* DESKTP RVW 8/18/2011 MAYHERP DESKTP RVW 11/9/2015 HABERMEHLS",1/1/2018 13:04,GillilandR,102,Albert Serio,0,1,0,11/9/2015,105 Susanne Habermehl,1/8/2015,179.9999065,1943.998341
1065,10184694,1,11/10/2015 8:40,hoskissonb,99541,1,49,Offices - Low Rise,5,OFFICE/MEDICAL,1939,GROVE AV,3/10/2016 11:27,82,1,0,0,17,0,4,3,5,0,14,0,4,4,3,0,2,0,1240,1138,1962,1976,0,0,  ,N,1.2,0.6,109.3499985,131.22,131.22,149328,89597,0,* DR. MAUGERI CHIROPRACTOR *2016' SALE AFTER OWNERS DEATH,1/1/2017 14:57,GillilandR,82,Pete Mayher,0,1,0,11/9/2015,105 Susanne Habermehl,1/7/2015,142.0002369,1240.001626
1066,10184695,1,11/10/2015 8:40,hoskissonb,99542,1,49,Offices - Low Rise,5,OFFICE/MEDICAL,1949,GROVE AV,5/17/2006 0:00,102,1,0,0,17,0,9,4,4,0,14,0,4,4,3,0,3,0,1500,1427,1979,1979,0,0,  ,N,1.23,0.6,109.3499985,134.5,134.5,191932,115159,0,2 UNIT OFFICE*VACANT AS OF DEC OF 2003 PER OWNER*BPMT 9409 BPMT 7123 CHANGE USE FROM 52 DR HEISS  99RVW KM WALL HT 12/13 DOR 19/17** 2003-99 UPDATE KN BA 2/4 RMS 3/9 *06 UPDATE AS N/C* DESKTP RVW 8/18/2011 MAYHERP*2014'SALE-BLDG VACANT-APPEARS REMODEL STARTING DESKTP RVW 11/9/2015 HABERMEHLS,1/1/2017 14:57,GillilandR,102,Albert Serio,0,1,0,11/9/2015,105 Susanne Habermehl,1/7/2015,159.9999348,1499.998229
